source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates,abilities
Spirits,Viogra,viogra,,Mythology,published,Virgo,Main Universe,Mythology; Other Myths,,,,
Spirits,Shauta,shauta,,Mythology,published,Scorpio,Main Universe,Mythology; Other Myths,,,,
Spirits,Vagiritus,vagiritus,,Mythology,published,Sagittarius,Main Universe,Mythology; Other Myths,,,,
Spirits,Bascka,bascka,,Mythology,published,Capricorn,Main Universe,Mythology; Other Myths,,,,
Spirits,Pieces,pieces,,Mythology,published,Pieces,Main Universe,Mythology; Other Myths,,,,
Spirits,Aqua,aqua,,Mythology,published,Aquarius,Main Universe,Mythology; Other Myths,,,,
Spirits,Months’,months,,Mythology,published,"Rank: Spirits of the Elitsyian Calendar

Months' were spirits who represented the separate months of the year. Like most parts of the world the Elitsyians had a 12 month calendar believing that the year took only 12 months to complete. They were children to the Ansencion and parents of the Chapters.",Main Universe,Mythology; Other Myths,,,Elitsyian Gods,
Spirits,Janiune,janiune,,Mythology,published,January,Main Universe,Mythology; Other Myths,,,,
Spirits,Febe,febe,,Mythology,published,February,Main Universe,Mythology; Other Myths,,,,
Spirits,Ma,ma,,Mythology,published,March,Main Universe,Mythology; Other Myths,,,,
Spirits,Apa,apa,,Mythology,published,April,Main Universe,Mythology; Other Myths,,,,
Spirits,Mvay,mvay,,Mythology,published,May,Main Universe,Mythology; Other Myths,,,,
Spirits,Juna and Jula,juna-and-jula,,Mythology,published,June and July,Main Universe,Mythology; Other Myths,,,,
Spirits,Antius,antius,,Mythology,published,August,Main Universe,Mythology; Other Myths,,,,
Spirits,Setember,setember,,Mythology,published,September,Main Universe,Mythology; Other Myths,,,,
Spirits,Octobris,octobris,,Mythology,published,October,Main Universe,Mythology; Other Myths,,,,
Spirits,Nember,nember,,Mythology,published,November,Main Universe,Mythology; Other Myths,,,,
Spirits,Dece,dece,,Mythology,published,December,Main Universe,Mythology; Other Myths,,,,
Spirits,Chapters,chapters,,Mythology,published,"Rank: Spirits of the 4 seasons

Chapters are 4 beautiful daughters of Santiyline, when Santiyline discovered her daughter missing she created these spirits and unleashed them onto the world. Each quarter of the world experienced something different and it caused so much chaos that the gods forbid these spirits from entering the world again. Once her daughter was granted a leave for several months, Santiyline gave this time the two spirits Spring and Summer. When her daughter left she punished the world against the god’s wishes with the spirits Autumn and Winter. Spring danced at the happiness of Santiyline return so flowers bloom and waters cleared. Summer knew of the ending days of Sickle's stay and thus made the world hot in retaliation. Toward Sickle's arrival in the underworld Autumn made trees died and flowers wilt as she walked down to the underworld. Winter the most angered of them all gave birth to Snow and the two would give the world cold and icy weather in agony of Sickle's time in the underworld.",Main Universe,Mythology; Other Myths,,,Earth Gods,
Spirits,Autumn,autumn,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Chapters,
Spirits,Winter,winter,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Chapters,
Spirits,Spring,spring,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Chapters,
Spirits,Summer,summer,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Chapters,
Spirits,Doreans,doreans,,Mythology,published,"Rank: Personifications of Hope, Faith, & Inspiration

Doreans are 10 beautiful men and sons to Ditios and Me'. Seen in images around Godum “a city located in the far west side of Lostasia” on walls and on special vase. They are glowing spirits that hover over broken hearted people and helps mend them. Once these spirits were killed by the Valkens in a cross fire and they were later revived by an unknown force. This showed that no matter how difficult a situation was that anything was possible and some situations can become better. The Doreans represented good nature creatures that mended the hearts of all beings alive or dead.",Main Universe,Mythology; Other Myths,,,Earth Gods,
Spirits,Nareids,nareids,,Mythology,published,"Rank: Water Nymphs

Nareids like the nymphs were all female deities that granted beauty and protection to the Earth but most incredibly to the waters of the world. The Nareids were hundreds and all came out like fish from Sbone's uterus. With their fish like gills and mermaid like appearance overall, the Nareids could also grant diseases to anyone that look upon them without their consent. They appeared as mermaids with long flowing hair; reeds decorated their hair, teeth of pearls, glowing earrings, and shark like claws. Small like wings helped them leap great distances into the sky. Unlike the Nymphs, the Nareids never consorted. For their numbers to remain in high amounts, a Nareid would be born after another dies. It is believed that the Nareids kiss can cause its victim to breath underwater, their saliva can prevent anyone from drowning, their English like tongues appears like a regular tongue however its sharper than a sword, their songs can seduce men and turn women angry, their fins and tails are often smooth with sharp like blades when angered, and their hair is often bright with sea shells covered in magical beads.",Main Universe,Mythology; Other Myths,,,Water Gods,
Spirits,Syrahs,syrahs,,Mythology,published,"Rank: Inpirational Spirits of Imagination

Syrahs are greatly in detail comparisons with sprites and nymphs. Sometimes grown and more of human appearance than their counterparts. These complicated but loving creatures were born from Crienta's spit and given to young children for inspiration and guidance. While in the early stages of a child, Syrahs are drawn giving children imaginary friends for guidance and protection. Together the Syrahs influence gardening, dancing, singing, drawing, and considered forms of imaginations themselves.",Main Universe,Mythology; Other Myths,,,Elitsyian Gods,
Spirits,Dark Emotions,dark-emotions,,Mythology,published,"Rank: 125 Spirits of Dark Emotions

Dark Emotions are demons and spirits that make up all human emotions such as Pain, Grief, Misery, and Hope to just name a few. There are over 125 classes of human emotions and are all led by the two eldest spirits, Mental and one of the horseman of the Apocalypse Death. They were all sealed away inside a tomb called the Narxus which was hidden away from all creation and guarded by a Good and Evil Ho'zare. Dark Passion a spirit with a mysterious past came into play after Jessana left the mortal world uninspired by love. After sometime love progressed into the 7 sins and several other darker emotions with Dark Passion being one of the few unrecognized. The Spirit of Dark Passion had long burgundy hair, red eyes, a long black dress that shadowed the Earth in a dark veil and caused night. She ranged from beautiful during the night and an ugly hag in the day. In mortal dreams she is seen standing at the edge of the Nightmare Gates.",Main Universe,Mythology; Other Myths,,,Underworld Gods,
Spirits,Dark Passion,dark-passion,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Dark Emotions,
Spirits,Mental,mental,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Dark Emotions,
Spirits,Pain,pain,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Dark Emotions,
Spirits,Anger,anger,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Dark Emotions,
Spirits,Grief,grief-mythology,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Dark Emotions,
Spirits,Misery,misery,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Dark Emotions,
Spirits,Distraught,distraught,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Dark Emotions,
Spirits,Violence,violence,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Dark Emotions,
Spirits,Suicide,suicide-mythology,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Dark Emotions,
Spirits,Sadness,sadness,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Dark Emotions,
Spirits,Rudeness,rudeness,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Dark Emotions,
